script_id,imdb_id,title,year,gross
7526,tt0041866,She Wore a Yellow Ribbon,1949,
1320,tt0815236,She's Out of My League,2010,34
7657,tt0988045,Sherlock Holmes,2009,242
3323,tt1104126,Shifty,2008,
1324,tt0073705,Shivers,1975,
4948,tt0084675,Shoot the Moon,1982,
7126,tt0338427,Shopgirl,2005,13
4949,tt2370248,Short Term 12,2013,1
4107,tt0263265,Shortcut to Happiness,2003,
7014,tt0114436,Showgirls,1995,40
3331,tt0126029,Shrek,2001,411
8649,tt0298148,Shrek 2,2004,610
3332,tt0413267,Shrek the Third,2007,405
7740,tt3397884,Sicario,2015,48
3333,tt0375063,Sideways,2004,100
1325,tt0286106,Signs,2002,341
8215,tt0384537,Silent Hill,2006,62
1329,tt0090021,Silver Bullet,1985,
4959,tt0075223,Silver Streak,1976,
4960,tt0090022,Silverado,1985,81
7830,tt1127715,Sin Nombre,2009,2
3347,tt0105414,Single White Female,1992,100
8471,tt1922777,Sinister,2012,52
1333,tt0105417,Sister Act,1992,293
3350,tt0108149,Six Degrees of Separation,1993,13
6280,tt0088128,Sixteen Candles,1984,53
4968,tt0301848,Slash,2002,
7557,tt1588398,Sleeping Beauty,2011,
5525,tt0053285,Sleeping Beauty,1959,880
3357,tt0108160,Sleepless in Seattle,1993,266
3358,tt0162661,Sleepy Hollow,1999,172
3361,tt0117666,Sling Blade,1996,48
3364,tt0439815,Slither,2006,10
5467,tt3205376,Slow West,2015,
3365,tt1010048,Slumdog Millionaire,2008,170
5468,tt2063781,Smashed,2012,
4976,tt0114478,Smoke,1995,16
4978,tt0076729,Smokey and the Bandit,1977,495
1340,tt0475394,Smokin' Aces,2006,47
6446,tt0120832,Snake Eyes,1998,103
1339,tt0208092,Snatch.,2000,48
9135,tt0105435,Sneakers,1992,107
8169,tt0453548,Snow Angels,2007,0
1343,tt0120834,Snow Falling on Cedars,1999,24
3378,tt1735898,Snow White and the Huntsman,2012,169
7406,tt1706620,Snowpiercer,2013,4
1342,tt0108174,So I Married an Axe Murderer,1993,24
4988,tt0307479,Solaris,2002,22
3387,tt0120157,Soldier,1998,27
8177,tt0970452,Solomon Kane,2009,
4990,tt0053291,Some Like It Hot,1959,426
3390,tt0094008,Someone to Watch Over Me,1987,22
4995,tt0086336,Something Wicked This Way Comes,1983,
7593,tt0091983,Something Wild,1986,19
1346,tt0337741,Something's Gotta Give,2003,180
4998,tt0081534,Somewhere in Time,1980,
5499,tt3808342,Son of Saul,2015,0
7901,tt1232783,Sorority Row,2009,13
5003,tt0069303,Sounder,1972,
3394,tt0945513,Source Code,2011,60
1348,tt0158983,South Park: Bigger Longer & Uncut,1999,89
8634,tt0405336,Southland Tales,2006,
7836,tt1798684,Southpaw,2015,54
5005,tt0186566,Space Cowboys,2000,146
8127,tt0117705,Space Jam,1996,177
5350,tt0094012,Spaceballs,1987,84
5006,tt0120174,Spacejacked,1997,
1349,tt0371246,Spanglish,2004,58
1347,tt0108200,Spare Me,1993,
6056,tt1876451,Sparkle,2012,26
1350,tt0360009,Spartan,2004,6
6726,tt0120177,Spawn,1997,104
1351,tt0811080,Speed Racer,2008,53
3407,tt0120184,Sphere,1998,68
6679,tt0316654,Spider-Man 2,2004,522
7474,tt1031280,Splinter,2008,
8089,tt1895587,Spotlight,2015,35
5471,tt2101441,Spring Breakers,2012,15
7523,tt0266987,Spy Game,2001,
3413,tt0090060,St. Elmo's Fire,1985,92
5472,tt2170593,St. Vincent,2014,46
5022,tt0046359,Stalag 17,1953,
5023,tt0092005,Stand by Me,1986,122
1361,tt0796366,Star Trek,2009,299
7311,tt0084726,Star Trek II: The Wrath of Khan,1982,42
5028,tt0088170,Star Trek III: The Search for Spock,1984,197
5029,tt0092007,Star Trek IV: The Voyage Home,1986,257
5030,tt0098382,Star Trek V: The Final Frontier,1989,120
5033,tt0102975,Star Trek VI: The Undiscovered Country,1991,154
5036,tt0117731,Star Trek: First Contact,1996,181
5035,tt0111280,Star Trek: Generations,1994,157
5037,tt0120844,Star Trek: Insurrection,1998,130
5038,tt0253754,Star Trek: Nemesis,2002,64
5025,tt0079945,Star Trek: The Motion Picture,1979,285
3437,tt0120915,Star Wars: Episode I - The Phantom Menace,1999,813
1360,tt0121765,Star Wars: Episode II - Attack of the Clones,2002,465
3427,tt0121766,Star Wars: Episode III - Revenge of the Sith,2005,515
1362,tt0076759,Star Wars: Episode IV - A New Hope,1977,1798
3433,tt0080684,Star Wars: Episode V - The Empire Strikes Back,1980,937
1359,tt0086190,Star Wars: Episode VI - Return of the Jedi,1983,853
8099,tt2488496,Star Wars: Episode VII - The Force Awakens,2015,927
1371,tt0088172,Starman,1984,74
7355,tt2567712,Starred Up,2013,
1366,tt0120201,Starship Troopers,1997,103
1367,tt0120202,State and Main,2000,11
1369,tt0040835,Station West,1948,
5050,tt0371257,Stay,2005,4
3447,tt0120686,Stepmom,1998,168
5473,tt2080374,Steve Jobs,2015,18
6911,tt3316960,Still Alice,2014,19
1373,tt0164181,Stir of Echoes,1999,36
8053,tt1656186,Stolen,2012,
5055,tt1423995,Stone,2010,1
3455,tt0250081,Storytelling,2001,1
7756,tt1398426,Straight Outta Compton,2015,166
3457,tt0114558,Strange Days,1995,15
7942,tt0420223,Stranger Than Fiction,2006,53
5063,tt0111300,Stranglehold,1994,
9156,tt0999913,Straw Dogs,2011,11
6385,tt0891592,Street Fighter: The Legend of Chun-Li,2009,10
6512,tt0421073,Street Kings,2008,31
7752,tt0164912,Stuart Little,1999,239
5066,tt0243585,Stuart Little 2,2002,96
5068,tt0120238,SubUrbia,1996,0
5476,tt3077214,Suffragette,2015,4
3462,tt0990413,Sugar,2008,1
3463,tt0186589,Sugar & Spice,2001,20
7850,tt0034240,Sullivan's Travels,1941,
3466,tt0043014,Sunset Blvd.,1950,
3467,tt0862846,Sunshine Cleaning,2008,14
7057,tt1512235,Super,2010,
3468,tt1650062,Super 8,2011,139
3469,tt0829482,Superbad,2007,153
3471,tt0088206,Supergirl,1984,35
5072,tt0081573,Superman II,1980,349
5075,tt0086393,Superman III,1983,165
5076,tt0094074,Superman IV: The Quest for Peace,1987,34
3476,tt0986263,Surrogates,2009,44
3478,tt0324127,Suspect Zero,2004,12
5083,tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,2007,66
5086,tt0230838,Sweet November,2001,38
1387,tt0051036,Sweet Smell of Success,1957,
3487,tt0117802,Swingers,1996,8
3490,tt0244244,Swordfish,2001,107
6401,tt0383028,"Synecdoche, New York",2008,3
3492,tt0365737,Syriana,2005,68
3494,tt1675192,Take Shelter,2011,1
6410,tt1592281,Take This Waltz,2011,1
6845,tt0936501,Taken,2008,175
8208,tt1397280,Taken 2,2012,153
1391,tt0364045,Taking Lives,2004,45
8597,tt0287467,Talk to Her,2002,13
1394,tt0037343,Tall in the Saddle,1944,
6061,tt0415306,Talladega Nights: The Ballad of Ricky Bobby,2006,196
7894,tt0401815,Tamara,2005,
3503,tt1486190,Tamara Drewe,2010,0
5528,tt0120855,Tarzan,1999,292
3505,tt0075314,Taxi Driver,1976,
6752,tt0372588,Team America: World Police,2004,45
3509,tt1637725,Ted,2012,239
5101,tt0086423,Tender Mercies,1983,
5104,tt0103064,Terminator 2: Judgment Day,1991,423
7733,tt1340138,Terminator Genisys,2015,92
3516,tt0438488,Terminator Salvation,2009,145
5106,tt0086425,Terms of Endearment,1983,298
5478,tt1441953,Testament of Youth,2014,1
8672,tt0405422,The 40-Year-Old Virgin,2005,147
6486,tt0429493,The A-Team,2010,85
1547,tt0096754,The Abyss,1989,118
1555,tt0101272,The Addams Family,1991,235
1556,tt1385826,The Adjustment Bureau,2011,68
640,tt0086856,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,
3806,tt0098987,The Adventures of Ford Fairlane,1990,44
5343,tt0109045,"The Adventures of Priscilla, Queen of the Desert",1994,23
8524,tt0983193,The Adventures of Tintin,2011,85
5477,tt1440728,The American,2010,39
1637,tt0112346,The American President,1995,130
1647,tt2216212,The Amityville Asylum,2013,
1666,tt0254099,The Anniversary Party,2001,6
1673,tt0053604,The Apartment,1960,
3866,tt0443680,The Assassination of Jesse James by the Coward Robert Ford,2007,4
697,tt0118647,The Assignment,1997,1
1723,tt0848228,The Avengers,2012,680
7214,tt0338751,The Aviator,2004,144
6912,tt2321549,The Babadook,2014,0
1734,tt1212436,The Back-up Plan,2010,41
1780,tt0058946,The Battle of Algiers,1966,6
726,tt0163978,The Beach,2000,64
7626,tt1321860,The Beaver,2011,1
1805,tt0247199,The Believer,2001,0
1810,tt1412386,The Best Exotic Marigold Hotel,2011,50
1815,tt0095250,The Big Blue,1988,
3925,tt0092654,The Big Easy,1986,41
1823,tt0118715,The Big Lebowski,1998,32
5496,tt1596363,The Big Short,2015,62
1826,tt0056869,The Birds,1963,
6026,tt0088814,The Black Cauldron,1985,51
745,tt0387877,The Black Dahlia,2006,29
5531,tt0185937,The Blair Witch Project,1999,241
1855,tt0878804,The Blind Side,2009,296
1856,tt2132285,The Bling Ring,2013,6
6239,tt0094761,The Blob,1988,17
3949,tt0037549,The Body Snatcher,1945,
759,tt0103855,The Bodyguard,1992,255
761,tt0099165,The Bonfire of the Vanities,1990,32
1886,tt1037705,The Book of Eli,2010,104
1892,tt0144117,The Boondock Saints,1999,
3952,tt1300851,The Boondock Saints II: All Saints Day,2009,11
768,tt1038919,The Bounty Hunter,2010,73
1902,tt0258463,The Bourne Identity,2002,181
1904,tt0372183,The Bourne Supremacy,2004,246
1907,tt0440963,The Bourne Ultimatum,2007,287
1909,tt0362478,The Box,2009,17
5481,tt0787474,The Boxtrolls,2014,54
7704,tt3181822,The Boy Next Door,2015,36
3959,tt0476964,The Brave One,2007,46
1919,tt0088847,The Breakfast Club,1985,93
280,tt0112579,The Bridges of Madison County,1995,142
1934,tt0844286,The Brothers Bloom,2008,4
3973,tt0825232,The Bucket List,2007,118
3977,tt0252963,The Bunker,2001,
1949,tt0289879,The Butterfly Effect,2004,
8770,tt1259521,The Cabin in the Woods,2012,45
6712,tt0115798,The Cable Guy,1996,118
1976,tt0209958,The Cell,2000,98
1981,tt1488555,The Change-Up,2011,40
5300,tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,396
806,tt0124315,The Cider House Rules,1999,98
805,tt0059037,The Cincinnati Kid,1965,
4019,tt0109446,The Client,1994,191
4031,tt0019777,The Cocoanuts,1929,
7907,tt1748227,The Collection,2012,7
4035,tt1172991,The Company Men,2010,4
2054,tt0318374,The Cooler,2003,11
4044,tt0142192,The Corruptor,1999,26
7915,tt2193215,The Counselor,2013,18
7891,tt0115963,The Craft,1996,48
4049,tt0455407,The Crazies,2010,43
5482,tt0481499,The Croods,2013,200
2087,tt0109506,The Crow,1994,105
832,tt0115986,The Crow: City of Angels,1996,35
2085,tt0132910,The Crow: Salvation,2000,
2093,tt0104036,The Crying Game,1992,131
8802,tt0421715,The Curious Case of Benjamin Button,2008,153
4064,tt0036733,The Curse of the Cat People,1944,
7067,tt0104040,The Cutting Edge,1992,52
2099,tt1226271,The Damned United,2009,0
6832,tt0838221,The Darjeeling Limited,2007,15
6535,tt0106664,The Dark Half,1993,20
2106,tt0468569,The Dark Knight,2008,645
8807,tt1345836,The Dark Knight Rises,2012,489
846,tt0068451,The Day the Clown Cried,1972,
849,tt0043456,The Day The Earth Stood Still,1951,
2133,tt1226753,The Debt,2010,34
5305,tt0120646,The Deep End of the Ocean,1999,22
853,tt0077416,The Deer Hunter,1978,
2144,tt0407887,The Departed,2006,175
2146,tt1033575,The Descendants,2011,90
7695,tt0435625,The Descent,2005,35
4109,tt0458352,The Devil Wears Prada,2006,166
2153,tt0118971,The Devil's Advocate,1997,115
7364,tt0395584,The Devil's Rejects,2005,22
5484,tt3172532,The Diary of a Teenage Girl,2015,1
2160,tt0104114,The Distinguished Gentleman,1992,97
4117,tt0401383,The Diving Bell and the Butterfly,2007,7
4125,tt0112887,The Doom Generation,1995,
871,tt0101761,The Doors,1991,72
8395,tt0077474,The Driver,1978,
8151,tt1600196,The Drop,2014,11
4137,tt0864761,The Duchess,2008,16
8514,tt0119051,The Edge,1997,52
4158,tt0079100,The Electric Horseman,1979,
886,tt0080678,The Elephant Man,1980,
5485,tt3416744,The End of the Tour,2015,3
2224,tt0116209,The English Patient,1996,154
6095,tt0455944,The Equalizer,2014,108
4184,tt0070047,The Exorcist,1973,195
4185,tt1320253,The Expendables,2010,113
6121,tt1764651,The Expendables 2,2012,92
2259,tt0097322,The Fabulous Baker Boys,1989,36
4190,tt0133751,The Faculty,1998,74
8612,tt2404311,The Family,2013,39
2263,tt0218967,The Family Man,2000,122
4193,tt0109770,The Fantastic Four,1994,
5532,tt0232500,The Fast and the Furious,2001,222
2275,tt2582846,The Fault in Our Stars,2014,133
911,tt0119116,The Fifth Element,1997,120
4208,tt1837703,The Fifth Estate,2013,3
2289,tt0964517,The Fighter,2010,103
7732,tt2118624,The Final Girls,2015,
4216,tt0101889,The Fisher King,1991,86
8297,tt0109813,The Flintstones,1994,272
8848,tt0432291,The Fog,2005,40
918,tt0240510,The Four Feathers,2002,27
8275,tt1220198,The Fourth Kind,2009,29
2328,tt0067116,The French Connection,1971,
6107,tt0116365,The Frighteners,1996,32
2347,tt0106977,The Fugitive,1993,386
5488,tt2039393,The Gambler,2014,35
4258,tt0119174,The Game,1997,91
4259,tt0144214,The General's Daughter,1999,176
2387,tt0068638,The Getaway,1972,138
2391,tt0116409,The Ghost and the Darkness,1996,75
6571,tt1568346,The Girl with the Dragon Tattoo,2011,113
4277,tt0068646,The Godfather,1972,690
4280,tt0071562,The Godfather: Part II,1974,266
2426,tt0279113,The Good Girl,2002,20
7247,tt0343737,The Good Shepherd,2006,79
7134,tt0076095,The Goodbye Girl,1977,
2432,tt0061722,The Graduate,1967,
5501,tt2278388,The Grand Budapest Hotel,2014,62
2442,tt0032551,The Grapes of Wrath,1940,
5489,tt1343092,The Great Gatsby,2013,155
4303,tt0082474,The Great Muppet Caper,1981,
7308,tt0095253,The Great Outdoors,1988,87
7731,tt2403021,The Green Inferno,2013,7
5895,tt0120689,The Green Mile,1999,234
8112,tt1601913,The Grey,2011,56
2455,tt0099703,The Grifters,1990,27
2460,tt0391198,The Grudge,2004,154
8021,tt1540133,The Guard,2011,5
7738,tt2980592,The Guest,2014,
7554,tt2515034,The Gunman,2015,10
8480,tt0104389,The Hand That Rocks the Cradle,1992,184
2469,tt1119646,The Hangover,2009,321
2497,tt0171363,The Haunting,1999,156
2510,tt0317640,The Hebrew Hammer,2003,
2530,tt1454029,The Help,2011,186
2542,tt0454841,The Hills Have Eyes,2006,55
8901,tt0077681,The Hills Have Eyes,1977,
8530,tt0455960,The Hitcher,2007,20
2547,tt0371724,The Hitchhiker's Guide to the Galaxy,2005,69
2552,tt0119314,The Horse Whisperer,1998,139
1017,tt0067217,The Hospital,1971,
4381,tt0082533,The Howling,1981,56
1021,tt0110074,The Hudsucker Proxy,1994,5
4383,tt0308383,The Human Stain,2003,7
6634,tt2980648,The Hundred-Foot Journey,2014,57
8029,tt1392170,The Hunger Games,2012,445
2578,tt0099810,The Hunt for Red October,1990,250
7563,tt0887912,The Hurt Locker,2008,19
4390,tt0054997,The Hustler,1961,
2591,tt0119349,The Ice Storm,1997,14
7171,tt1124035,The Ides of March,2011,44
8601,tt0443543,The Illusionist,2006,52
2594,tt1054606,The Imaginarium of Doctor Parnassus,2009,8
5419,tt2084970,The Imitation Game,2014,97
7766,tt0800080,The Incredible Hulk,2008,163
1028,tt0317705,The Incredibles,2004,365
4422,tt1130080,The Informant!,2009,38
2616,tt0140352,The Insider,1999,49
1044,tt1058017,The Invention of Lying,2009,21
5492,tt1700845,The Invisible Woman,2013,1
7962,tt0129167,The Iron Giant,1999,39
2634,tt1007029,The Iron Lady,2011,32
8934,tt0399201,The Island,2005,48
8935,tt0116654,The Island of Dr. Moreau,1996,54
1046,tt0317740,The Italian Job,2003,152
2651,tt0366627,The Jacket,2005,8
4454,tt0079367,The Jerk,1979,
6908,tt1872194,The Judge,2014,50
5534,tt0061852,The Jungle Book,1967,1029
4468,tt0087538,The Karate Kid,1984,235
6518,tt0085780,The Keep,1983,
5490,tt2488778,The Keeping Room,2014,
1071,tt0085794,The King of Comedy,1982,7
2708,tt1504320,The King's Speech,2010,153
1073,tt0431197,The Kingdom,2007,60
8602,tt0040525,The Lady from Shanghai,1947,
5491,tt3722070,The Lady in the Van,2015,0
4496,tt0335245,The Ladykillers,2004,55
1085,tt0102266,The Last Boy Scout,1991,122
4500,tt0272020,The Last Castle,2001,27
1086,tt0022054,The Last Flight,1931,
4503,tt0104691,The Last of the Mohicans,1992,151
2739,tt0325710,The Last Samurai,2003,160
2742,tt0824758,The Last Station,2009,7
4507,tt0095497,The Last Temptation of Christ,1988,17
7349,tt2918436,The Lazarus Effect,2015,26
7944,tt1490017,The Lego Movie,2014,274
4520,tt0036104,The Leopard Man,1943,
6815,tt0362270,The Life Aquatic with Steve Zissou,2004,33
1100,tt0289992,The Life of David Gale,2003,28
2772,tt0165854,The Limey,1999,5
2779,tt1189340,The Lincoln Lawyer,2011,63
2782,tt0110357,The Lion King,1994,880
2784,tt0097757,The Little Mermaid,1989,241
8034,tt3464902,The Lobster,2015,
6511,tt0070334,The Long Goodbye,1973,
1111,tt0116908,The Long Kiss Goodnight,1996,65
4549,tt0427470,The Lookout,2007,5
4554,tt1482459,The Lorax,2012,233
1115,tt0120737,The Lord of the Rings: The Fellowship of the Ring,2001,482
1114,tt0167260,The Lord of the Rings: The Return of the King,2003,543
1116,tt0167261,The Lord of the Rings: The Two Towers,2002,509
2805,tt0480255,The Losers,2010,25
4559,tt0093437,The Lost Boys,1987,71
4564,tt0144286,The Lost Son,1999,
7494,tt0037884,The Lost Weekend,1945,
4464,tt0119567,The Lost World: Jurassic Park,1997,434
6903,tt2350496,The Lunchbox,2013,4
4577,tt0097806,The Magic Toyshop,1987,
8406,tt1107860,The Maiden Heist,2009,
8616,tt0268995,The Majestic,2001,42
1132,tt0120744,The Man in the Iron Mask,1998,105
2838,tt0049470,The Man Who Knew Too Much,1956,
1134,tt0368008,The Manchurian Candidate,2004,92
7135,tt0102411,The Marrying Man,1991,25
8564,tt3659388,The Martian,2015,235
1140,tt0110475,The Mask,1994,249
2866,tt1560747,The Master,2012,17
1141,tt0133093,The Matrix,1999,292
1143,tt0234215,The Matrix Reloaded,2003,405
7822,tt1790864,The Maze Runner,2014,108
2880,tt0472399,The Mechanic,2011,31
9246,tt1234548,The Men Who Stare at Goats,2009,37
9004,tt0790712,The Messenger,2009,1
4630,tt0117057,The Mirror Has Two Faces,1996,81
6108,tt0884328,The Mist,2007,32
8452,tt0091557,The Mosquito Coast,1986,33
4648,tt0265349,The Mothman Prophecies,2002,52
1176,tt0120616,The Mummy,1999,265
4661,tt0859163,The Mummy: Tomb of the Dragon Emperor,2008,123
4679,tt0102510,The Naked Gun 2Ω: The Smell of Fear,1991,179
2997,tt1458175,The Next Three Days,2010,23
3006,tt0107688,The Nightmare Before Christmas,1993,157
3010,tt0810988,The Nines,2007,
7565,tt0142688,The Ninth Gate,1999,32
8197,tt2402157,The November Man,2014,26
4727,tt0481369,The Number 23,2007,44
7137,tt0120773,The Odd Couple II,1998,35
3038,tt0067525,The Omega Man,1971,
1212,tt0467200,The Other Boleyn Girl,2008,32
7627,tt1386588,The Other Guys,2010,131
9056,tt0230600,The Others,2001,148
6163,tt0075029,The Outlaw Josey Wales,1976,
7119,tt0086066,The Outsiders,1983,70
1216,tt0395699,The Pacifier,2005,153
4769,tt0071970,The Parallax View,1974,
4774,tt0353092,The Partners,2003,
9062,tt2404461,The Past,2013,1
1218,tt0187393,The Patriot,2000,182
4778,tt0107798,The Pelican Brief,1993,212
3079,tt1659337,The Perks of Being a Wallflower,2012,19
3092,tt0253474,The Pianist,2002,48
3095,tt0107822,The Piano,1993,84
4787,tt1817273,The Place Beyond the Pines,2012,23
4804,tt0086122,The Ploughman's Lunch,1983,
4810,tt0069113,The Poseidon Adventure,1972,477
3120,tt0119925,The Postman,1997,33
1241,tt0105159,The Power of One,1992,5
4815,tt0482571,The Prestige,2006,70
1246,tt0093779,The Princess Bride,1987,68
3140,tt0066249,The Private Life of Sherlock Holmes,1970,
3141,tt0395251,The Producers,2005,26
3142,tt0107889,The Program,1993,48
6925,tt0803057,The Promotion,2008,0
1252,tt0114194,The Prophecy,1995,32
1250,tt1041829,The Proposal,2009,190
6674,tt0330793,The Punisher,2004,47
1258,tt0436697,The Queen,2006,74
3178,tt0976051,The Reader,2008,41
8405,tt0292506,The Recruit,2003,76
8000,tt0110955,The Ref,1994,23
3192,tt0120004,The Relic,1997,64
1274,tt0191397,The Replacements,2000,72
3201,tt0100477,The Rescuers Down Under,1990,57
8257,tt1663202,The Revenant,2015,147
4874,tt0298130,The Ring,2002,193
9098,tt0267891,The Ringer,2005,48
7361,tt2717860,The Riot Club,2014,
4879,tt0066302,The Rise and Rise of Michael Rimmer,1970,
3218,tt0898367,The Road,2009,
1282,tt0117500,The Rock,1996,263
6727,tt0102803,The Rocketeer,1991,96
1281,tt0073629,The Rocky Horror Picture Show,1975,594
3237,tt1265990,The Roommate,2011,40
7742,tt2345737,The Rover,2014,1
6816,tt0265666,The Royal Tenenbaums,2001,80
3240,tt0963794,The Ruins,2008,21
4899,tt0292644,The Rules of Attraction,2002,9
9104,tt1017451,The Runaways,2010,3
4902,tt1097649,The Russell Girl,2008,
1294,tt0120053,The Saint,1997,116
1296,tt0235737,The Salton Sea,2002,1
3262,tt0108037,The Sandlot,1993,68
3289,tt0049730,The Searchers,1956,
4925,tt0359950,The Secret Life of Walter Mitty,2013,62
3298,tt1866249,The Sessions,2012,6
6454,tt0075194,The Seven-Per-Cent Solution,1976,
1309,tt0050976,The Seventh Seal,1957,
4940,tt0036341,The Seventh Victim,1943,
3317,tt0111161,The Shawshank Redemption,1994,58
3325,tt0081505,The Shining,1980,
3327,tt0120824,The Shipping News,2001,17
3336,tt0133952,The Siege,1998,75
1330,tt0102926,The Silence of the Lambs,1991,270
3352,tt0167404,The Sixth Sense,1999,503
6059,tt0472181,The Smurfs,2011,156
6060,tt2017020,The Smurfs 2,2013,75
3381,tt1285016,The Social Network,2010,106
5001,tt0963966,The Sorcerer's Apprentice,2010,69
7298,tt1714206,The Spectacular Now,2013,7
6854,tt0367089,The Squid and the Whale,2005,9
7610,tt0073747,The Stepford Wives,1975,
1370,tt0070735,The Sting,1973,786
3461,tt0081568,The Stunt Man,1980,
3473,tt0418206,The Surfer King,2006,
3483,tt0120255,The Sweet Hereafter,1997,8
3500,tt0134119,The Talented Mr. Ripley,1999,139
3511,tt0088247,The Terminator,1984,99
6164,tt0324216,The Texas Chainsaw Massacre,2003,115
5502,tt2980516,The Theory of Everything,2014,38
5115,tt0025878,The Thin Man,1934,
9177,tt0120863,The Thin Red Line,1998,67
6003,tt0041959,The Third Man,1949,8
3546,tt0108333,The Three Musketeers,1993,113
6610,tt0383010,The Three Stooges,2012,48
3557,tt0268695,The Time Machine,2002,84
6063,tt1243957,The Tourist,2010,74
5142,tt0840361,The Town,2010,101
7633,tt2561546,The Town That Dreaded Sundown,2014,
9195,tt0478304,The Tree of Life,2011,14
1434,tt0120382,The Truman Show,1998,233
5163,tt1325004,The Twilight Saga: Eclipse,2010,331
5164,tt1259571,The Twilight Saga: New Moon,2009,344
3631,tt1142988,The Ugly Truth,2009,103
5179,tt0114814,The Usual Suspects,1995,46
9214,tt0831374,The Utah Murder Project,2006,
3654,tt0084855,The Verdict,1982,159
5186,tt0368447,The Village,2004,159
3667,tt0857191,The Visitor,2007,11
5197,tt0046534,The War of the Worlds,1953,
7104,tt1369706,The Ward,2010,
5205,tt0118125,The Watermelon Woman,1996,
3690,tt1023114,The Way Back,2010,2
6724,tt0202677,The Way of the Gun,2000,9
6930,tt0384680,The Weather Man,2005,16
4992,tt0372532,The Wedding Date,2005,42
5214,tt0120888,The Wedding Singer,1998,148
3701,tt0896872,The Whistleblower,2010,1
1475,tt0065214,The Wild Bunch,1969,
7814,tt0073906,The Wind and the Lion,1975,
9231,tt0094332,The Witches of Eastwick,1987,141
8080,tt0098663,The Wizard,1989,31
1483,tt0032138,The Wizard of Oz,1939,839
3737,tt0993846,The Wolf of Wall Street,2013,125
6622,tt0780653,The Wolfman,2010,68
8605,tt1430132,The Wolverine,2013,142
3742,tt0361127,The Woodsman,2004,
3745,tt0143145,The World Is Not Enough,1999,217
3746,tt1125849,The Wrestler,2008,31
8552,tt0120902,The X Files,1998,155
8323,tt0073918,The Yakuza,1974,
5256,tt0962736,The Young Victoria,2009,12
6827,tt2333804,The Zero Theorem,2013,
3519,tt0103074,Thelma & Louise,1991,93
6000,tt0469494,There Will Be Blood,2007,50
3521,tt0129387,There's Something About Mary,1998,326
6847,tt0096256,They Live,1988,27
5114,tt0083190,Thief,1981,13
3776,tt0245674,Thir13en Ghosts,2001,64
1401,tt0146309,Thirteen Days,2000,55
1406,tt0108330,This Boy's Life,1993,8
3536,tt1758830,This Is 40,2012,73
3538,tt0800369,Thor,2011,198
5126,tt0073802,Three Days of the Condor,1975,
3541,tt0120188,Three Kings,1999,103
3548,tt0167456,Thunderbirds,2004,9
1409,tt0105585,Thunderheart,1992,47
5130,tt0066434,THX 1138,1971,
1407,tt0196158,Ticker,2001,
3554,tt0857295,Timber Falls,2007,
6455,tt0080025,Time After Time,1979,
1412,tt0117918,Tin Cup,1996,106
1414,tt0094155,Tin Men,1987,56
3563,tt1340800,Tinker Tailor Soldier Spy,2011,26
5136,tt0120338,Titanic,1997,1249
1389,tt0453556,TMNT,2007,68
3569,tt0100791,To Sleep with Anger,1990,2
3572,tt0108358,Tombstone,1993,118
3574,tt0120347,Tomorrow Never Dies,1997,236
8360,tt0084805,Tootsie,1982,523
7974,tt2784678,Top Five,2014,26
3576,tt0092099,Top Gun,1986,422
7540,tt0100802,Total Recall,1990,244
6006,tt0052311,Touch of Evil,1958,38
7829,tt0787523,Towelhead,2007,
7278,tt0471042,Tower Heist,2011,85
1421,tt0114709,Toy Story,1995,61
5145,tt0435761,Toy Story 3,2010,457
7423,tt0086465,Trading Places,1983,249
1423,tt0181865,Traffic,2000,200
7896,tt1015474,Train,2008,
3589,tt0139654,Training Day,2001,117
3591,tt0117951,Trainspotting,1996,32
5147,tt0025905,Transatlantic Merry-Go-Round,1934,
8525,tt2209764,Transcendence,2014,24
3597,tt0100814,Tremors,1990,34
3599,tt0375154,Tristan + Isolde,2006,19
1393,tt0084827,TRON,1982,97
1428,tt0942385,Tropic Thunder,2008,133
5154,tt0023622,Trouble in Paradise,1932,
3605,tt0332452,Troy,2004,186
5155,tt0098524,True Believer,1989,19
9199,tt0139668,True Crime,1999,28
7093,tt1403865,True Grit,2010,188
3609,tt0111503,True Lies,1994,303
3612,tt0108399,True Romance,1993,25
5506,tt3203606,Trumbo,2015,
5507,tt3859076,Truth,2015,2
7302,tt1465522,Tucker and Dale vs. Evil,2010,
9204,tt3099498,Tusk,2014,1
5160,tt0114746,Twelve Monkeys,1995,113
3621,tt1099212,Twilight,2008,231
5166,tt0105665,Twin Peaks: Fire Walk with Me,1992,8
3625,tt0096320,Twins,1988,237
8515,tt0117998,Twister,1996,476
3627,tt0417217,Two for the Money,2005,31
7860,tt2140619,Two Night Stand,2014,
7209,tt0067893,Two-Lane Blacktop,1971,
3629,tt0120399,U Turn,1997,12
1438,tt0217869,Unbreakable,2000,153
6301,tt0098554,Uncle Buck,1989,146
3635,tt0086510,Under Fire,1983,15
8170,tt0360130,Undertow,2004,
1442,tt0105695,Unforgiven,1992,211
8484,tt0105699,Unlawful Entry,1992,119
7427,tt0477080,Unstoppable,2010,89
5172,tt0880578,Untraceable,2008,34
